adsh,cik,name,ticker,sector,period,stock_price,next_period,next_period_price,beta,assets,earnings_per_share_basic,liabilities,net_income_loss,stockholders_equity,weighted_shares_outstanding_basic
0001104659-12-057739,1533924,"MIDSTATES PETROLEUM COMPANY, INC.",MPO,ENERGY,2012-06-30,97.1,2012-09-30,86.5,1.9586953822748487,791235000.0,,,-112377000.0,370139000.0,
0001104659-12-057819,1504461,NGL ENERGY PARTNERS LP,NGL,ENERGY,2012-06-30,22.15,2012-09-30,24.04,0.6618930981792687,1900210000.0,,,-24650000.0,,
0001104659-12-057847,1130166,"CYCLACEL PHARMACEUTICALS, INC.",CYCC,HEALTH CARE,2012-06-30,38.64,2012-09-30,55.92,1.4152108567656616,21802000.0,,6746000.0,-3577000.0,15056000.0,58997078.0
0001104659-12-063063,57725,LANNETT CO INC,LCI,HEALTH CARE,2012-06-30,4.24,2012-09-30,4.83,1.46649880236967,158218000.0,0.05,46905000.0,,111123000.0,
0001110805-12-000007,1110805,NUSTAR ENERGY L.P.,NS,ENERGY,2012-06-30,53.89,2012-09-30,50.88,0.5258884349355126,5717598000.0,,,-246737000.0,,
0001124610-12-000021,1124610,"VMWARE, INC.",VMW,TECHNOLOGY,2012-06-30,91.04,2012-09-30,96.74,1.579184266323674,9500792000.0,0.45,4180099000.0,191729000.0,5320693000.0,427223000.0
0001127371-12-000035,1127371,CENTRAL VALLEY COMMUNITY BANCORP,CVCY,FINANCE,2012-06-30,6.9,2012-09-30,8.13,-0.3475985888850113,836044000.0,0.17,722785000.0,1709000.0,113259000.0,9592045.0
0001140361-12-034418,1000753,"INSPERITY, INC.",NSP,TECHNOLOGY,2012-06-30,13.525,2012-09-30,12.615,1.1560317884262126,682057000.0,0.22,,5621000.0,252532000.0,25095000.0
0001140361-12-034708,825313,ALLIANCEBERNSTEIN HOLDING L.P.,AB,FINANCE,2012-06-30,12.69,2012-09-30,15.41,0.5226971601185084,1657890000.0,,3691000.0,21339000.0,,
0001140361-12-035327,1063344,HERSHA HOSPITALITY TRUST,HT,CONSUMER SERVICES,2012-06-30,21.12,2012-09-30,19.6,1.8319387320814544,1668792000.0,0.07,791793000.0,,843545000.0,186264437.0
0001140361-12-035743,1104855,"SUPPORT.COM, INC.",SPRT,TECHNOLOGY,2012-06-30,9.57,2012-09-30,12.69,1.7977698397690722,81048000.0,,13810000.0,-2640000.0,67238000.0,
0001140361-12-035961,875622,BIOSPECIFICS TECHNOLOGIES CORP,BSTC,HEALTH CARE,2012-06-30,18.78,2012-09-30,19.42,1.1819299510281671,17486662.0,0.11,,666682.0,16151219.0,6343356.0
0001140361-12-035996,1051627,AXT INC,AXTI,TECHNOLOGY,2012-06-30,3.95,2012-09-30,3.38,2.095702858484751,167674000.0,0.04,18076000.0,1299000.0,142850000.0,32138000.0
0001140361-12-036077,892222,"CRAFT BREW ALLIANCE, INC.",BREW,CONSUMER NON-DURABLES,2012-06-30,8.18,2012-09-30,7.85,1.258091569434847,165351000.0,,59188000.0,559000.0,106163000.0,18857000.0
0001140361-12-036220,1083643,"FAUQUIER BANKSHARES, INC.",FBSS,FINANCE,2012-06-30,13.29,2012-09-30,12.71,0.03920553024136665,582551541.0,0.02,535015856.0,78774.0,47535685.0,3695160.0
0001144204-12-042651,1316898,"JAMBA, INC.",JMBA,CONSUMER SERVICES,2012-06-30,9.75,2012-09-30,11.15,0.9106573142988492,88471000.0,0.06,65165000.0,4618000.0,5256000.0,67385699.0
0001144204-12-042726,714395,"GERMAN AMERICAN BANCORP, INC.",GABC,FINANCE,2012-06-30,13.667,2012-09-30,16.08,1.5062431735279258,1943812000.0,0.47,1766662000.0,5967000.0,177150000.0,12627715.0
0001144204-12-042812,1289850,"NEUROMETRIX, INC.",NURO,HEALTH CARE,2012-06-30,14.88,2012-09-30,,0.34196263737319804,15682447.0,,2572232.0,-2772128.0,13110215.0,
0001144204-12-043058,1131312,ZION OIL & GAS INC,ZN,ENERGY,2012-06-30,1.57,2012-09-30,2.31,0.6850135078947387,22701000.0,,3132000.0,-2200000.0,19569000.0,
0001144204-12-043290,810958,CITIZENS & NORTHERN CORP,CZNC,FINANCE,2012-06-30,19.05,2012-09-30,19.61,1.7529576155139384,1327527000.0,0.46,1151465000.0,5685000.0,,12225808.0
0001144204-12-043368,1485469,"TOWER INTERNATIONAL, INC.",TOWR,CAPITAL GOODS,2012-06-30,10.5,2012-09-30,7.71,2.197184745111476,1454696000.0,0.34,1350585000.0,6874000.0,43962000.0,20134096.0
0001144204-12-043413,1108967,"CUI GLOBAL, INC.",CUI,CONSUMER NON-DURABLES,2012-06-30,5.71,2012-09-30,5.22,0.4701644039363858,35424675.0,-0.07,11289754.0,-714885.0,,10551530.0
0001144204-12-043978,1130144,SIERRA BANCORP,BSRR,FINANCE,2012-06-30,9.9,2012-09-30,12.26,1.0821859052379614,1399692000.0,0.18,1227155000.0,2573000.0,172537000.0,14103209.0
0001144204-12-044017,1357459,"NEURALSTEM, INC.",CUR,HEALTH CARE,2012-06-30,11.96,2012-09-30,16.25,0.4932614081711396,3957200.0,,1468733.0,-2376381.0,2488467.0,
0001144204-12-044020,1017491,"APRICUS BIOSCIENCES, INC.",APRI,HEALTH CARE,2012-06-30,3.41,2012-09-30,3.26,0.9846667243012112,29197932.0,,12358012.0,-4926485.0,16839920.0,
0001144204-12-044048,1365555,"AMTRUST FINANCIAL SERVICES, INC.",AFSI,FINANCE,2012-06-30,12.277000000000001,2012-09-30,11.645,0.6697200502114486,6268939000.0,0.67,5196405000.0,40358000.0,999489000.0,60376000.0
0001144204-12-044117,910329,MEDIFAST INC,MED,CONSUMER NON-DURABLES,2012-06-30,19.68,2012-09-30,26.15,1.366826520871982,120958000.0,0.2,41561000.0,2813000.0,79397000.0,13747000.0
0001144204-12-044791,868278,"PROPHASE LABS, INC.",PRPH,HEALTH CARE,2012-06-30,1.08,2012-09-30,1.29,0.5017324872755533,15175000.0,-0.13,,-1930000.0,8772000.0,14831.0
0001144204-12-044868,1430306,TONIX PHARMACEUTICALS HOLDING CORP.,TNXP,HEALTH CARE,2012-06-30,20.0,2012-09-30,,-0.2617802599883229,1525742.0,,810849.0,-3073690.0,714893.0,
0001144204-12-044898,1106838,"CHANTICLEER HOLDINGS, INC.",BURG,CONSUMER SERVICES,2012-06-30,4.39,2012-09-30,,0.9709964235061944,10107075.0,,1254584.0,-733381.0,8852491.0,
0001144204-12-046001,791770,"SEQUENTIAL BRANDS GROUP, INC.",SQBG,CONSUMER NON-DURABLES,2012-06-30,4.95,2012-09-30,,-1.4280534071317623,14168381.0,,3698495.0,58484.0,-5195112.0,36002563.0
0001144204-12-050193,1344970,UNITED COMMUNITY BANCORP,UCBA,FINANCE,2012-06-30,8.52,2012-09-30,10.193,0.002707027957674395,495903000.0,,440915000.0,,54988000.0,
0001144980-12-000080,1144980,ASBURY AUTOMOTIVE GROUP INC,ABG,CONSUMER DURABLES,2012-06-30,23.69,2012-09-30,27.95,2.0739408623952,1490400000.0,0.68,,21100000.0,363200000.0,31100000.0
0001145443-12-000927,752642,"UMH PROPERTIES, INC.",UMH,CONSUMER SERVICES,2012-06-30,10.73,2012-09-30,11.97,0.7171640368924141,255122744.0,0.07,109731310.0,2019036.0,145391434.0,16042915.0
0001156375-12-000093,1156375,CME GROUP INC.,CME,FINANCE,2012-06-30,53.622,2012-09-30,57.29,0.5809411301035275,37945900000.0,0.74,16247500000.0,244900000.0,21620000000.0,331078000.0
0001157523-12-004324,1043219,ANNALY CAPITAL MANAGEMENT INC,NLY,CONSUMER SERVICES,2012-06-30,16.78,2012-09-30,16.84,0.37463440130158177,128304571000.0,-0.1,112019985000.0,-91159000.0,16284586000.0,974555392.0
0001157523-12-004438,1497645,"SUMMIT HOTEL PROPERTIES, INC.",INN,CONSUMER SERVICES,2012-06-30,8.37,2012-09-30,8.54,0.9822927674583424,621492416.0,,316054132.0,-81849.0,258343427.0,
0001158449-12-000141,1158449,ADVANCE AUTO PARTS INC,AAP,CONSUMER SERVICES,2012-06-30,68.22,2012-09-30,68.44,1.4391393556002632,4169146000.0,1.36,,99606000.0,1059101000.0,73150000.0
0001163370-12-000007,1163370,NORTHRIM BANCORP INC,NRIM,FINANCE,2012-06-30,21.49,2012-09-30,20.14,0.3313645169322648,1072077000.0,0.49,941652000.0,3142000.0,130348000.0,6469909.0
0001171843-12-002817,796505,"CLEARFIELD, INC.",CLFD,PUBLIC UTILITIES,2012-06-30,4.81,2012-09-30,5.11,0.807666778973867,32464845.0,0.14,2745288.0,1741960.0,29719557.0,12388162.0
0001171843-12-002893,311094,WESTAMERICA BANCORPORATION,WABC,FINANCE,2012-06-30,47.19,2012-09-30,47.05,0.963076641449186,4953130000.0,0.76,4395204000.0,20964000.0,557926000.0,27744000.0
0001175535-12-000061,1175535,WHITESTONE REIT,WSR,CONSUMER SERVICES,2012-06-30,13.81,2012-09-30,13.2,0.7437142392342795,278637000.0,0.04,153133000.0,431000.0,117105000.0,11746000.0
0001185185-12-001754,884144,ASURE SOFTWARE INC,ASUR,TECHNOLOGY,2012-06-30,4.15,2012-09-30,6.95,0.04877664307987988,15833000.0,-0.06,,-323000.0,3217000.0,4982000.0
0001185185-12-001801,1418133,"BIOSTAR PHARMACEUTICALS, INC.",BSPM,HEALTH CARE,2012-06-30,9.52,2012-09-30,8.19,0.33220342802017105,,-1.01,,-9482552.0,69456202.0,9400216.0
0001188112-12-002428,1288359,OTELCO INC.,OTEL,PUBLIC UTILITIES,2012-06-30,7.21,2012-09-30,1.81,0.5545728865816573,167413608.0,-9.68,309304011.0,,,13221404.0
0001188112-12-002455,1283630,AMERICAN CAMPUS COMMUNITIES INC,ACC,CONSUMER SERVICES,2012-06-30,44.98,2012-09-30,43.88,0.7615254326067296,3240509000.0,0.16,1741113000.0,12328000.0,1427922000.0,74718934.0
0001188112-12-002476,1511198,"FIRST CONNECTICUT BANCORP, INC.",FBNK,FINANCE,2012-06-30,13.5,2012-09-30,13.51,0.6545419300694337,1687431000.0,,1439326000.0,831000.0,248105000.0,
0001188112-12-002562,744452,APPLIED DNA SCIENCES INC,APDN,CONSUMER SERVICES,2012-06-30,3.0,2012-09-30,15.0,1.4368308722132974,1970181.0,,,-1429645.0,1316271.0,
0001193125-12-307441,1165002,WESTWOOD HOLDINGS GROUP INC,WHG,FINANCE,2012-06-30,37.26,2012-09-30,39.01,1.0545208279608471,86102000.0,0.31,14711000.0,2198000.0,71391000.0,7162540.0
0001193125-12-310822,108312,"WOODWARD, INC.",WWD,ENERGY,2012-06-30,39.44,2012-09-30,33.98,1.7111974770787652,1794237000.0,0.41,813578000.0,28302000.0,,68922000.0
0001193125-12-311198,1057058,"WASTE CONNECTIONS, INC.",WCN,PUBLIC UTILITIES,2012-06-30,19.947,2012-09-30,20.167,0.360224395087246,3579756000.0,0.34,1756422000.0,42415000.0,1818417000.0,123466890.0
0001193125-12-314103,39263,"CULLEN/FROST BANKERS, INC.",CFR,FINANCE,2012-06-30,57.49,2012-09-30,57.43,0.9804079489565224,20866226000.0,0.94,18503615000.0,58062000.0,2362611000.0,61290792.0
0001193125-12-315667,1420302,"LOGMEIN, INC.",LOGM,TECHNOLOGY,2012-06-30,30.52,2012-09-30,22.43,0.8346175063691383,251003560.0,0.02,83771531.0,575677.0,167232029.0,24677893.0
0001193125-12-316807,1526520,"TRIPADVISOR, INC.",TRIP,TECHNOLOGY,2012-06-30,44.69,2012-09-30,32.93,1.5064909388075434,1187253000.0,0.38,560285000.0,53019000.0,626968000.0,139278000.0
0001193125-12-316988,100517,"UNITED CONTINENTAL HOLDINGS, INC.",UAL,TRANSPORTATION,2012-06-30,24.33,2012-09-30,19.5,0.9470420917371212,38694000000.0,1.02,,339000000.0,1635000000.0,331000000.0
0001193125-12-319797,1299969,"COMSTOCK HOLDING COMPANIES, INC.",CHCI,CAPITAL GOODS,2012-06-30,9.17,2012-09-30,9.31,1.3270617464271757,31029000.0,-0.15,19891000.0,-3115000.0,11138000.0,20431000.0
0001193125-12-319815,1385292,MONOTYPE IMAGING HOLDINGS INC.,TYPE,TECHNOLOGY,2012-06-30,16.77,2012-09-30,15.59,1.4323830757399432,313829000.0,0.2,,7415000.0,215651000.0,36046725.0
0001193125-12-321051,7431,ARMSTRONG WORLD INDUSTRIES INC,AWI,CONSUMER NON-DURABLES,2012-06-30,49.16,2012-09-30,46.37,1.4277730839876082,2803400000.0,0.71,,41800000.0,695500000.0,58.8
0001193125-12-322493,1289848,HURON CONSULTING GROUP INC.,HURN,CONSUMER SERVICES,2012-06-30,31.65,2012-09-30,34.82,0.952414406224482,748456000.0,0.3,,6656000.0,410644000.0,21918000.0
0001193125-12-325680,1163165,CONOCOPHILLIPS,COP,ENERGY,2012-06-30,55.88,2012-09-30,57.18,1.0461236869303108,114008000000.0,1.82,67565000000.0,2267000000.0,45971000000.0,1248300000.0
0001193125-12-325786,752714,MCGRATH RENTCORP,MGRC,TECHNOLOGY,2012-06-30,26.5,2012-09-30,26.09,1.5540048144071172,963649000.0,0.42,616149000.0,10479000.0,347500000.0,24765000.0
0001193125-12-325893,1524741,"U.S. SILICA HOLDINGS, INC.",SLCA,BASIC INDUSTRIES,2012-06-30,11.26,2012-09-30,13.56,2.1365571678915467,678459000.0,0.37,459197000.0,19451000.0,219262000.0,51938000.0
0001193125-12-325969,949158,CRAY INC,CRAY,TECHNOLOGY,2012-06-30,12.08,2012-09-30,12.71,2.057169172138797,512363000.0,4.05,184951000.0,147422000.0,327412000.0,36367000.0
0001193125-12-326026,1442145,"VERISK ANALYTICS, INC.",VRSK,TECHNOLOGY,2012-06-30,49.26,2012-09-30,47.61,0.5995171126884167,1853343000.0,0.44,1806661000.0,73331000.0,46682000.0,165946009.0
0001193125-12-327580,77281,PENNSYLVANIA REAL ESTATE INVESTMENT TRUST,PEI,CONSUMER SERVICES,2012-06-30,14.98,2012-09-30,15.86,1.6800214140462426,2863850000.0,-0.25,2200125000.0,-11888000.0,622049000.0,55143000.0
0001193125-12-328568,1316835,"BUILDERS FIRSTSOURCE, INC.",BLDR,CONSUMER SERVICES,2012-06-30,4.74,2012-09-30,5.19,2.4204495507017114,499097000.0,,427789000.0,-12055000.0,71308000.0,
0001193125-12-328736,1430592,"FINANCIAL ENGINES, INC.",FNGN,FINANCE,2012-06-30,21.45,2012-09-30,23.82,1.4056049113348177,279763000.0,0.08,41370000.0,3823000.0,238393000.0,46437000.0
0001193125-12-329129,1068875,"BLUCORA, INC.",BCOR,FINANCE,2012-06-30,12.32,2012-09-30,17.81,1.0669530510903884,583644000.0,0.24,181526000.0,9698000.0,402118000.0,40116000.0
0001193125-12-329266,1520697,"ACADIA HEALTHCARE COMPANY, INC.",ACHC,HEALTH CARE,2012-06-30,17.54,2012-09-30,23.83,0.909600915984704,586453000.0,0.16,340109000.0,5909000.0,246344000.0,36507000.0
0001193125-12-329301,1359841,HANESBRANDS INC.,HBI,CONSUMER SERVICES,2012-06-30,6.932,2012-09-30,7.97,1.2384892790298212,3886056000.0,0.01,3228298000.0,1231000.0,657758000.0,98572000.0
0001193125-12-330734,1524472,XYLEM INC.,XYL,CAPITAL GOODS,2012-06-30,25.17,2012-09-30,25.15,1.184331002795614,4482000000.0,0.48,2534000000.0,89000000.0,,185800000.0
0001193125-12-331166,912562,"GIBRALTAR INDUSTRIES, INC.",ROCK,CAPITAL GOODS,2012-06-30,10.38,2012-09-30,12.82,2.062915626287293,882597000.0,0.26,,7906000.0,470317000.0,30735000.0
0001193125-12-331386,1230245,PIPER JAFFRAY COMPANIES,PJC,FINANCE,2012-06-30,23.43,2012-09-30,25.45,1.3625468063544957,1999071000.0,0.37,1257175000.0,6851000.0,703385000.0,15932000.0
0001193125-12-331956,1339605,"H&E EQUIPMENT SERVICES, INC.",HEES,,2012-06-30,15.03,2012-09-30,12.12,2.8494694991173546,859140000.0,0.3,579718000.0,10468000.0,279422000.0,34838000.0
0001193125-12-331971,1084961,ENCORE CAPITAL GROUP INC,ECPG,FINANCE,2012-06-30,29.62,2012-09-30,28.26,1.0979705947399268,1167945000.0,0.67,764304000.0,16596000.0,403641000.0,24919000.0
0001193125-12-332025,1403256,OCH-ZIFF CAPITAL MANAGEMENT GROUP LLC,OZM,FINANCE,2012-06-30,7.58,2012-09-30,9.66,1.2798615060878993,2340179000.0,-0.82,1420564000.0,-116242000.0,-348789000.0,141722881.0
0001193125-12-332148,1047862,CONSOLIDATED EDISON INC,ED,PUBLIC UTILITIES,2012-06-30,62.19,2012-09-30,59.89,0.2873996340281976,40049000000.0,0.73,,214000000.0,11579000000.0,292900000.0
0001193125-12-332343,1344596,"AMERICAN RAILCAR INDUSTRIES, INC.",ARII,CAPITAL GOODS,2012-06-30,27.1,2012-09-30,28.34,1.7910986016625603,764745000.0,,429365000.0,13361000.0,335380000.0,21352297.0
0001193125-12-332363,1261654,UNIVERSAL TECHNICAL INSTITUTE INC,UTI,CONSUMER SERVICES,2012-06-30,13.51,2012-09-30,13.7,1.1324680225516044,257655000.0,0.04,110290000.0,1013000.0,147365000.0,24694000.0
0001193125-12-332446,1518832,"WPX ENERGY, INC.",WPX,ENERGY,2012-06-30,16.18,2012-09-30,16.59,1.7832585910854009,9842000000.0,,,-10000000.0,5543000000.0,198900000.0
0001193125-12-332904,1377630,"NATIONAL CINEMEDIA, INC.",NCMI,CONSUMER SERVICES,2012-06-30,15.17,2012-09-30,16.37,1.1389251450126767,794200000.0,-0.03,1148700000.0,-1900000.0,-439500000.0,54442398.0
0001193125-12-333283,1347178,VANDA PHARMACEUTICALS INC.,VNDA,HEALTH CARE,2012-06-30,4.4,2012-09-30,4.03,0.9429555143274276,160838000.0,-0.28,140754000.0,-8007000.0,20084000.0,28226743.0
0001193125-12-333541,1276520,GENWORTH FINANCIAL INC,GNW,FINANCE,2012-06-30,5.66,2012-09-30,5.23,2.176751712099049,112536000000.0,0.16,95570000000.0,76000000.0,15817000000.0,491500000.0
0001193125-12-333549,868780,"DORMAN PRODUCTS, INC.",DORM,CAPITAL GOODS,2012-06-30,25.09,2012-09-30,31.51,1.1014467380833572,421176000.0,0.55,,19742000.0,351172000.0,36058000.0
0001193125-12-333732,1339947,VIACOM INC.,VIA,CONSUMER SERVICES,2012-06-30,50.98,2012-09-30,54.4,0.6059526366174354,21958000000.0,1.02,,534000000.0,7478000000.0,523700000.0
0001193125-12-334292,1212545,WESTERN ALLIANCE BANCORPORATION,WAL,FINANCE,2012-06-30,9.36,2012-09-30,10.2,1.6148707218682934,7163572000.0,0.15,6491452000.0,13961000.0,672120000.0,81590000.0
0001193125-12-334371,1500217,"AMERICAN ASSETS TRUST, INC.",AAT,CONSUMER SERVICES,2012-06-30,24.25,2012-09-30,26.79,0.9088269512021222,1713448000.0,0.04,1051045000.0,1689000.0,614781000.0,38659155.0
0001193125-12-334429,1175609,"CAVIUM, INC.",CAVM,TECHNOLOGY,2012-06-30,28.0,2012-09-30,33.31,1.6455600048814658,388071000.0,-0.24,80078000.0,-11839000.0,307993000.0,49664000.0
0001193125-12-334439,1297989,"EXLSERVICE HOLDINGS, INC.",EXLS,MISCELLANEOUS,2012-06-30,24.64,2012-09-30,29.5,0.20625838018852372,388251000.0,0.28,85570000.0,9054000.0,302657000.0,31970881.0
0001193125-12-334460,1323885,"ATRICURE, INC.",ATRC,HEALTH CARE,2012-06-30,9.61,2012-09-30,7.44,1.0899061880562884,36024000.0,,21088000.0,-1326000.0,14936000.0,
0001193125-12-334818,7789,ASSOCIATED BANC-CORP,ASB,FINANCE,2012-06-30,13.19,2012-09-30,13.16,1.3278654085923722,22081100000.0,0.24,19171479000.0,43317000.0,2909621000.0,172839000.0
0001193125-12-334845,1380509,"HFF, INC.",HF,CONSUMER SERVICES,2012-06-30,13.084000000000001,2012-09-30,13.985,1.4472136888667548,662166000.0,0.29,515386000.0,10855000.0,146349000.0,37015153.0
0001193125-12-334961,1534701,PHILLIPS 66,PSX,ENERGY,2012-06-30,33.24,2012-09-30,46.37,0.7083011651158992,48575000000.0,1.88,29596000000.0,1181000000.0,18948000000.0,628510000.0
0001193125-12-334991,1357204,"DUNKIN' BRANDS GROUP, INC.",DNKN,CONSUMER SERVICES,2012-06-30,34.34,2012-09-30,29.2,1.0764725476893733,3174456000.0,0.15,,18497000.0,752943000.0,120095118.0
0001193125-12-335017,1333274,MERCER INTERNATIONAL INC.,MERC,BASIC INDUSTRIES,2012-06-30,5.71,2012-09-30,7.46,1.0604621828465692,,,,,,55593314.0
0001193125-12-335057,1464423,PENNYMAC MORTGAGE INVESTMENT TRUST,PMT,CONSUMER SERVICES,2012-06-30,19.73,2012-09-30,23.37,0.6151140827931708,1890745000.0,0.8,1085072000.0,29569000.0,805673000.0,36922000.0
0001193125-12-335058,1019849,"PENSKE AUTOMOTIVE GROUP, INC.",PAG,CONSUMER DURABLES,2012-06-30,21.24,2012-09-30,30.09,1.3299177327057408,4892865000.0,0.54,3681620000.0,49092000.0,1207141000.0,90305000.0
0001193125-12-335468,1103601,WGL HOLDINGS INC,WGL,PUBLIC UTILITIES,2012-06-30,39.75,2012-09-30,40.25,0.5409219592368365,,0.14,,,,51553.0
0001193125-12-335537,96869,TEJON RANCH CO,TRC,FINANCE,2012-06-30,26.951,2012-09-30,28.288,1.2154078563066573,320100000.0,0.01,17478000.0,118000.0,262847000.0,20026354.0
0001193125-12-336157,1362004,"ICF INTERNATIONAL, INC.",ICFI,CONSUMER SERVICES,2012-06-30,23.84,2012-09-30,20.1,1.0751011245879758,720822000.0,0.52,311846000.0,10346000.0,408976000.0,19774000.0
0001193125-12-337143,1296445,"ORMAT TECHNOLOGIES, INC.",ORA,PUBLIC UTILITIES,2012-06-30,21.39,2012-09-30,18.75,1.090288737118954,2294100000.0,,1369889000.0,8641000.0,916449000.0,45431000.0
0001193125-12-337442,935036,"ACI WORLDWIDE, INC.",ACIW,TECHNOLOGY,2012-06-30,14.737,2012-09-30,14.087,1.389939319889432,1202999000.0,-0.12,707413000.0,-4651000.0,495586000.0,39263000.0
0001193125-12-337635,1007330,"PRGX GLOBAL, INC.",PRGX,CONSUMER SERVICES,2012-06-30,7.95,2012-09-30,8.56,0.8401720115415366,120988000.0,0.04,58845000.0,1002000.0,,25257000.0
0001193125-12-337704,857737,"ICONIX BRAND GROUP, INC.",ICON,CONSUMER NON-DURABLES,2012-06-30,17.47,2012-09-30,18.24,1.333810885217367,2003370000.0,0.41,730042000.0,28585000.0,1167204000.0,70085000.0
0001193125-12-337707,1179929,MOLINA HEALTHCARE INC,MOH,HEALTH CARE,2012-06-30,23.46,2012-09-30,25.15,2.0841346255610484,1917468000.0,-0.8,1171458000.0,-37306000.0,746010000.0,46355000.0
0001193125-12-337742,1434588,"GRAND CANYON EDUCATION, INC.",LOPE,CONSUMER SERVICES,2012-06-30,20.94,2012-09-30,23.53,0.654864788021686,375098000.0,0.35,176452000.0,15598000.0,198646000.0,44447000.0
0001193125-12-337785,1290900,"COMMERCIAL VEHICLE GROUP, INC.",CVGI,CAPITAL GOODS,2012-06-30,8.62,2012-09-30,7.35,2.302634745283058,448206000.0,0.47,408266000.0,13155000.0,39946000.0,28171.0
0001193125-12-337850,846913,"FUEL TECH, INC.",FTEK,CAPITAL GOODS,2012-06-30,4.88,2012-09-30,4.17,0.7980354205640929,100068000.0,0.0,16211000.0,68000.0,83857000.0,23107000.0
0001193125-12-338047,73887,BRISTOW GROUP INC,BRS,TRANSPORTATION,2012-06-30,40.67,2012-09-30,50.55,0.9523563741635982,2740379000.0,0.66,,23662000.0,1532280000.0,35789700.0
0001193125-12-338076,1162112,"RIGNET, INC.",RNET,CONSUMER SERVICES,2012-06-30,17.39,2012-09-30,18.5,0.7559358778113924,142977000.0,0.18,52959000.0,2853000.0,89855000.0,15566000.0
0001193125-12-338139,1142750,AMN HEALTHCARE SERVICES INC,AMN,TECHNOLOGY,2012-06-30,5.93,2012-09-30,10.06,1.4948314364503774,523205000.0,0.0,357315000.0,-81000.0,141836000.0,40810000.0
0001193125-12-338501,1453814,"MEDIDATA SOLUTIONS, INC.",MDSO,TECHNOLOGY,2012-06-30,16.335,2012-09-30,20.75,1.261702214836706,208695000.0,0.15,89648000.0,3604000.0,119047000.0,24406000.0
0001193125-12-339303,1002517,"NUANCE COMMUNICATIONS, INC.",NUAN,TECHNOLOGY,2012-06-30,23.82,2012-09-30,24.89,1.952141201807387,4817574000.0,0.26,2209375000.0,79264000.0,2608199000.0,306766000.0
0001193125-12-339352,1113148,"INFINITY PHARMACEUTICALS, INC.",INFI,HEALTH CARE,2012-06-30,13.56,2012-09-30,23.51,1.1798524657622116,113049000.0,,116441000.0,-14661000.0,-3392000.0,
0001193125-12-339362,1045609,"PROLOGIS, INC.",PLD,CONSUMER SERVICES,2012-06-30,33.23,2012-09-30,35.03,1.5883599339707215,28415563000.0,-0.02,14245996000.0,1929000.0,13466971000.0,459878000.0
0001193125-12-339480,1519751,"FORTUNE BRANDS HOME & SECURITY, INC.",FBHS,BASIC INDUSTRIES,2012-06-30,22.27,2012-09-30,27.01,1.7304697423347952,3726000000.0,0.3,1475800000.0,47800000.0,2247000000.0,160100000.0
0001193125-12-339636,1171486,NATURAL RESOURCE PARTNERS LP,NRP,ENERGY,2012-06-30,221.7,2012-09-30,207.3,0.5452376187106021,1694360000.0,,,49938000.0,,
0001193125-12-339951,883237,"VIRTUS INVESTMENT PARTNERS, INC.",VRTS,FINANCE,2012-06-30,81.0,2012-09-30,86.0,1.6653433523748675,286673000.0,1.08,60310000.0,8367000.0,226363000.0,7763000.0
0001193125-12-340274,1486159,OASIS PETROLEUM INC.,OAS,ENERGY,2012-06-30,24.18,2012-09-30,29.47,2.6191113263397985,2036370000.0,,1306956000.0,76043000.0,729414000.0,92176000.0
0001193125-12-340804,1391127,"LIMELIGHT NETWORKS, INC.",LLNW,MISCELLANEOUS,2012-06-30,2.93,2012-09-30,2.34,1.5650149953116976,315966000.0,-0.1,34316000.0,-9828000.0,281650000.0,102783000.0
0001193125-12-340833,1487371,"GENMARK DIAGNOSTICS, INC.",GNMK,HEALTH CARE,2012-06-30,4.34,2012-09-30,9.21,1.0605162606406051,73535000.0,,7691000.0,-5600000.0,65844000.0,
0001193125-12-340851,1041024,"ROCKWELL MEDICAL, INC.",RMTI,HEALTH CARE,2012-06-30,9.31,2012-09-30,8.17,1.3990042255135493,34091007.0,-0.58,,-11905341.0,16671889.0,20568133.0
0001193125-12-340912,873303,"SAREPTA THERAPEUTICS, INC.",SRPT,HEALTH CARE,2012-06-30,3.78,2012-09-30,15.53,1.299694716907391,42101000.0,0.36,,8038000.0,22500000.0,22624000.0
0001193125-12-341040,1335258,"LIVE NATION ENTERTAINMENT, INC.",LYV,CONSUMER SERVICES,2012-06-30,9.18,2012-09-30,8.61,1.3621947549955538,5748425000.0,0.04,,7692000.0,1405873000.0,186893774.0
0001193125-12-341104,1378950,"U.S. AUTO PARTS NETWORK, INC.",PRTS,CONSUMER SERVICES,2012-06-30,4.18,2012-09-30,3.46,0.8826836105609742,127142000.0,,67480000.0,-1696000.0,59662000.0,30650519.0
0001193125-12-341105,896262,AMEDISYS INC,AMED,HEALTH CARE,2012-06-30,12.45,2012-09-30,13.82,2.248074216211632,858299000.0,0.26,316979000.0,7882000.0,540018000.0,29780000.0
0001193125-12-341245,1392380,"GEVO, INC.",GEVO,BASIC INDUSTRIES,2012-06-30,29820.0,2012-09-30,12840.0,-0.1903429726852385,117495000.0,,54598000.0,-16177000.0,62897000.0,
0001193125-12-341288,1411342,ELLINGTON FINANCIAL LLC,EFC,FINANCE,2012-06-30,21.16,2012-09-30,22.82,0.3115875012472285,1939590000.0,0.64,1544315000.0,10768000.0,395275000.0,
